Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@bc829faed45d413,"Pak Presiden 
@prabowo
 kapan tuh di pindahin Kementerian, DPR dan lainnya ke IKN, kok malah hire PNS baru ? Investor IKN menunggu realisasi bukan omon2 agak kepercayaan Investor kembali 
Sumber: 
http://
Kompas.com
 
https://
share.google/JsqmpOuC4thPup
Q1l
…",@prabowo,,,"Replies: , Retweets: , Likes: ",0
@HadiyonoYp71631,Banyak pihak tertipu wajah polos nya . . Bukan hanya ijasah . . Tapi juga pernyataan politik yg lain seperti mobil Esemka bahkan jumlah investor di IKN. . . Ingat juga waktu playing victim setelah menghadap Megawati di kantor PDIP. . . Gorong² pun tertipu,,@ArjayaDirja,,"Replies: , Retweets: , Likes: ",0
@poncosatrio,"termul suruh anak junjunganlu ngantor disana lha cobain apa yg sudah dibuat oleh bapaknya

duit pajak dr pajak gaji gw tuh junjunganlu buat maenan kgk jelas

begonya lu manut lg sama mereka

ikn kgk ada yg mau investor asing invest disana",,@tham878,,"Replies: , Retweets: , Likes: ",0
@PPrijambodo,"Mangkrak bs berarti tdk sesuai TARGET, paham? Makanya belajar lebih giat biar lebih pandai sedikit, kan ud dapat MBG ??? Coba baca sejarah lagi, kpn Jokowi bilang waktu itu ibukota bisa pindah ke IKN, investor dr LN yg berjibun antri, Kementerian relokasi ke IKN dll dst dsb. ",,@zy_zy_lestary,,"Replies: 2, Retweets: , Likes: 1",1
@Brutus_Istn2045,"IKN udah mulai kedatangan investor Asing, nat.

Belum muv OON yaa 

Jagoanmu NYUNGSEP KEOK
GABECUS KERJA 
GAK LAKU LOW BAT",,@tishaaputri,,"Replies: 1, Retweets: , Likes: ",0
@Ngliriq,"HOTEL SULTAN TUMBAL INVESTOR IKN...???


https://
youtube.com/watch?v=5Eambl
cvO3w
…",,,,"Replies: , Retweets: , Likes: ",1
@caputra_saja,"Actually, this is one of the time bomb effects in the Jokowi era, where they aggressively sought foreign investors + built IKN (which is stalled), instead of focusing on creating jobs and so on, they want to make their name unforgettable by IKN",,@reynadefiip,,"Replies: 2, Retweets: , Likes: 1",0
@DilogoSemo,"Akan ku ceritakan bahwa dulu ada presiden suka ngidul, Ikn investor nya ngantri, kereta cepat ga pakai APBN.",,@indonesiaku_yes,,"Replies: 1, Retweets: , Likes: 1",0
@mohamadarwani7,"Mirip IKN dan EsemKa

Semua investor ketipu",,@Music_Cadas,,"Replies: , Retweets: , Likes: ",0
@DilogoSemo,"Orang baik ga mau 3 periode, perpanjangan masa jabatan atau penundaan pemilu, investor IKN antri dll",,@awikuchuz,,"Replies: , Retweets: , Likes: ",1
@DilogoSemo,Tukang bohong di teladani? Investor antri mana di IKN?,,@psi_id,,"Replies: , Retweets: , Likes: ",0
@ghiffardana,"… bekerja, apa yang dimaksud konsisten bekerja? Konsisten nyetak utang iya, mana janji IKN dibangun oleh dana investor? Ujung-ujungnya ditanggung APBN; Dekat dengan masyarakat? Apa lagi ini yang dimaksud? Cuman sekadar tudur nyapa rakyat doang, akrab aja kagak, disuruh minggir.",,@ghiffardana,,"Replies: , Retweets: , Likes: ",0
@SultanHilmy,MBG IKN WOOSH sekarang ditambah KDMP apa maksudnya semua ini.. disitu semua Lahan Ternak Koruptor.. Pantas Investor Asing pada Lari karena ketidakpastian Usaha,,@ArdieSuhardi321,,"Replies: , Retweets: , Likes: ",0
@ErmeraD70842,"The one who was previously shouting about IKN, that once millions of investors pour into IKN",,@LambeSahamjja,,"Replies: , Retweets: , Likes: ",0
@bogalakon1945,Mau nanya investor asing buat IKN yg sudah di janjikannya skr statusnya gimana?,,@psi_id,,"Replies: , Retweets: , Likes: ",1
@Brutus_Istn2045,"Jangan NIPU
atau lu lebih BOTOL dari AI?

BANI LOW BAT GAK LAKU

Dulu kejang2 
@KeretaCepatID
 mangkrak.

Sekarang investor Asing mulai masuk
Malah KEJANG2 IKN mangkrak.

Dengkulmu terbalik",@KeretaCepatID,@jawir69,,"Replies: , Retweets: , Likes: ",0
@SimpsonsCapital," LIVE : IHSG anjlok kok dolar Naik? ini namanya investor luar sama sekali ga percaya dengan Indonesia. mereka sedang EXODUS, kacau! 

mau berharap dengan siapa? jokowi? Jokowi saja gagal mengundang investor global ke IKN. malah dia ngajak oligarki lokal haha dasar kang kayu",,,@SimpsonsCapital,"Replies: , Retweets: , Likes: ",0
@__PASMANTAP,"RUPIAH MELEMAH INVESTOR KABUR 

Penjelasan detail kek gini otak termul mana nyampe, mrk kekeh dan bangga dengan IKN dan para investornya yg di gembor² kan majikan.. ternak cuma sendiko dawuh aja, yg penting BLT ama BANSOS lancar..",,,,"Replies: , Retweets: 1, Likes: 3",0
@KWijono,"There used to be someone who proudly boasted that ""foreign investors were lining up and even oversubscribing"" to invest in IKN... Turns out it was all a bust and a lie..",,@Ombahku,,"Replies: , Retweets: 1, Likes: 5",0
@ArjayaDirja,"God's grace that is never used the most is the Brain..the facts:
6 thousand Esemka units they believe
11 thousand trillion in their pockets they believe
Stop imports they believe
IKN investors lining up they believe
Freeport already controlled they believe
Not meddling during",,,,"Replies: 34, Retweets: 159, Likes: 437",0
@NOTASLIMBOY,"We've already got the people pretty traumatized by all this stuff like this. Jokowi even once mentioned the figure of 11,000 T. On the IKN thing too, they say investors are lining up, but in reality, it's still sucking up the APBN.",,@grok,,"Replies: 1, Retweets: , Likes: 11",0
@HaryaWee,"Anyone can start a project like this no matter who's president. Even Jokowi, who loves to exaggerate, claimed hundreds of investors would come to IKN. But in reality, it's been a total mess.  
So don't try to fool the people. Because the fact is, the rupiah keeps weakening.",,@Gerindra,,"Replies: , Retweets: , Likes: 16",0
@ebonXboy,"untung aja gak masuk UGD saking membludak nya investor

Jokowi Kaget Investor di IKN Membludak sampai Oversubscribed",,@Dinoxxx721,,"Replies: , Retweets: , Likes: 2",0
@ebonXboy,"kita selama 10 tahun kemarin udah muak dibohongin, sekarang akan 10 tahun ke depan dibohongin lagi oleh rezim boty ini

Jokowi Bilang Ada 472 Investor Antre Masuk IKN, 220 Sudah Diverifikasi",,@Sentani_REBORN,,"Replies: 2, Retweets: 1, Likes: 3",0
@bogalakon1945,"Data asal ngomong.. mulai pake ilmu majikan utamanya yang pake data asal ngomong 6000 mobil ESEMKA, sejumlah investor asing untuk IKN dst..",,@polisiolahraga,,"Replies: , Retweets: , Likes: 4",1
@Ans37035,"Teori ekonomi sudah tidak relevan dong. Investasi 2.430 T tidak membuat IHSG bagus, rupiah menguat dan kepercayaan pasar tinggi. Nggak tau data mana yang bener. Tapi melihat katanya IKN dibangun dengan investor yang mengantri tetapi nyatanya pakai APBN. Mungkin sama aja kaya gitu",,@kompascom,,"Replies: , Retweets: 4, Likes: 17",0
@bluesman_mr,"itu baru komitmen bisnis, masih banyak prosesnya, dr studi kelayakan sampai finalisasi kontrak, masih jauh panggang dari api

Kebanyakan MoU di Indonesia tdk lanjut sampai finalisasi, hanya kasih angin surga

jaman mulyono, dia bilang ratusan investor siap masuk IKN, hasil? ZONK",,@99propaganda,,"Replies: 1, Retweets: , Likes: 5",0
@SotoAyam1970,"kayak omongan 
@jokowi
 tentang IKN , investor berbondong2 sampai antri. lupa klo teddy dulu asisten ajudan 
@jokowi
. ga heran …","@jokowi, @jokowi",@sharpandshark,,"Replies: 1, Retweets: , Likes: 3",0
@rizalsuryo,Do you still remember what Jokowi said about the IKN investors who oversubscribed? Now IKN has FAILED instead,,@sugondese6666,,"Replies: 2, Retweets: 1, Likes: 8",0
@okino2x,"Kata jokowi dulu, dia sudah berhasil undang investor masuk ke ikn dgn ratusan trilyun.
Dan wartawan tepuk tangan
Hasilnya apa?.
Pembangun ikn akhirnya pakai  apbn dan masa depannya : mangkrak",,@99propaganda,,"Replies: 1, Retweets: , Likes: 2",0
@Toklexloveunyil,"Orang tolol yg pilih psi. Investor ikn antre,51% saham freport, Chevron.  Mana? Bangsat semua modal  omong kosong. Rakyat masih sengsara.  Anak sd tidak mampu sekolah sampai bunuh diri",,@psi_id,,"Replies: , Retweets: , Likes: 5",0
@kangf4j4r,"Jokowi yang mau keliling Indonesia, buzzeRp-nya cuma sibuk euforia.

Harusnya buzzeRp mengingatkan Pak Jokowi, agar sebelum keliling Indonesia, pertama kali harus mengunjungi monumen IKN, itu kasian investor-investor yang udah antri gak ada yg nyambut. ",,@Uki23,,"Replies: , Retweets: 1, Likes: 3",0
@cnbcindonesia,"Not Yet the Capital of Indonesia, IKN Already Flooded with This Much Investor Money",,,,"Replies: , Retweets: , Likes: ",1
@GybrantR53927,Do you know what COMMITMENT means? Commitment is just the same as sweet promises. Do you remember Jkw once said that there are thousands of foreign investors who COMMITTED to invest in IKN? Where are those thousands of investors now?,,@99propaganda,,"Replies: , Retweets: , Likes: 15",1
@moyalyubov7,"Is the MOU just for show?  
Wait for its realization.  
Yesterday there was also an MoU, with a queue of investors wanting to build IKN?  
Its realization??????  
If factories are already standing, then you can thump your chest, but...  
Would foreign direct investment come with",,@abu_waras,,"Replies: 1, Retweets: , Likes: 2",0
@KenSavitri35075,"Nah ini, kegagalan pemahaman.

Yg dibilang Jokowi itu, Ratusan Investor Asing Teken LoI soal IKN.

Antri untuk LoI. Kamu apa itu LoI nggak?",,@mimiko99rm96942,,"Replies: , Retweets: , Likes: 2",0
@IreneLim177,"Startup investors are all running away.. if every wrong policy is considered detrimental to the country and corruption.. then what about IKN, KCIC, Bendungan Kertajati, etc.. this is also clearly a wrong policy and detrimental to the country, why aren't they dragged to court to",,@LuckyLaki24,,"Replies: 2, Retweets: 49, Likes: 455",0
@AirinDatangLagi,"Including postponing the construction of IKN too, right, Pak 
@prabowo
, because you already know IKN won't become the capital city.

So far, the investors who were said to be lining up to enter IKN turned out to be just the empty talk of that Mulyono.
Focus on building the",@prabowo,,,"Replies: 4, Retweets: 8, Likes: 21",0
@aanniinnd,"The stalled condition of Hambalang is really obvious, the building just ended up as a mere skeleton.

If IKN already shows some completed buildings.

But if you look at the grand design, it's still faaaar away...
From 400-something T, right, only about 90-something T has been",,@Dwiermaofficial,,"Replies: 1, Retweets: , Likes: 6",0
@Jelli_cent,"If their business thinking is this primitive, how can they possibly attract foreign investors?

Their guarantees will land them in criminal trouble once their business collapses.

This case is similar, though not identical, to the Nadiem Makarim case.
Smart people with a vision",,,,"Replies: 6, Retweets: 30, Likes: 42",0
@buzuzima0,"Sumatra's hit with massive blackouts, Bahlil just stays silent. This ain't the weather—it's systemic failure: downstreaming coal mining chases exports, forgets to deliver electricity to its own people. ESDM's busy handling IKN, other regions stay in the dark. The fallout? Small",,@indepenSumatera,,"Replies: 2, Retweets: , Likes: 76",0
@King_PWS_,"“Spokesperson for the IKN Authority, Troy Pantouw, emphasized that the development of Nusantara continues to progress, including through three funding schemes, namely the State Budget (APBN), government and business entity cooperation, and private investment.”

>>How’s it",,,,"Replies: 1, Retweets: 6, Likes: 11",1
@Dodolmeong1,"Karma Wiwi yg suka bohongi rakyat sudah terjadi atau belom ....
-mobil esemka sudah inden 3000 pesanan
-ikn dan whoosh tanpa apbn
-investor ikn ngantre-ngantre
-tidak impor ini itu
-anak saya gak suka politik
-uang disaku 10 rebu T 
Plus gedabrusan lainnya ...",,@KaZep7,,"Replies: , Retweets: , Likes: 4",0
@dustheria,Try to trace the investors behind the development of IKN,,@yussvkook,,"Replies: 2, Retweets: , Likes: 2",1
@Rahadi0816,"IKN is more about Jokowi's personal ambition and huge ego, where not a single person dares to criticize it with sound reason, even though many investors have fled but it's being forced through. Only Anies dares to say IKN makes no sense, especially for the sake of",,@MichelAdam1515,,"Replies: 1, Retweets: 7, Likes: 14",0
@74Norax,"Jokowi's 2-term system is truly the most dogshit system in every damn way… PIK-2 turned into a PSN even though it's purely a profit-driven business… 5 million tons of ""dark"" nickel exports by the Solo gang… Aramco investors got pranked… Shopee gets the red carpet for bribing",,@LambeSahamjja,,"Replies: , Retweets: , Likes: 3",0
@okino2x,"IKN was also once said by Mulyono that there would be many big investors coming here, with values in the hundreds of trillions of rupiah.  
Right, that's what they said...?",,@Heraloebss,,"Replies: 1, Retweets: , Likes: 4",1
@alwitjandr12454,"What's the result??? The best???? Democracy ruined, constitution ruined, KKN rampant, nothing but lies, 10 million jobs failed, IKN investors failed, debt hugely massive??? What achievements are there anyway, Jokowi ruined everything",,,@SigitWasito8,"Replies: 3, Retweets: 4, Likes: 9",0
@man_tomy15188,"Woooyyy.. damn JOKOWI.. you can bark all you want, the MA gavel has already been struck, meaning the IKN Law is kaput, alias already invalid.. 
All investors and national projects have been shut down.. so the chance of it turning into a ghost town is wide open.. the only thing",,@JustKaka04,,"Replies: 1, Retweets: , Likes: 2",0
@ahmadreyhan60,"Another record noted in history:
Debt 8000T (largest in history)
IKN using APBN (promise of investors)
Esemka (lie)
Whoooosh (believed by China)
Sea toll and Mental Revolution (dream)
Kertajati Airport (wrong thinking)
Weakening of KPK and MK engineering
Dollar 10,000 (wild",,@DedynurPalakka,,"Replies: 1, Retweets: , Likes: 5",0
@officialMKRI,"Thus, this will create legal certainty as one of the important aspects to provide attractiveness for investors in securing their capital and developing IKN.  

The Constitutional Court provides an interpretation that the granting of such rights must be carried out gradually,",,@officialMKRI,,"Replies: , Retweets: , Likes: ",1
@officialMKRI,"Is it true that investors can immediately control land rights in IKN for up to 190 years at once? 

Finally answered! Through its Decision, the Constitutional Court has affirmed that to realize the design of harmony between the body norm and its explanation, the phrase ""through",,,,"Replies: 1, Retweets: , Likes: 1",1
@hariankompas,"The IKN Authority states that private investment and government project development in IKN have reached Rp 72.39 trillion. Among them, there are 11 foreign investors from 6 countries. #Ekonomi #AdadiKompas",,,,"Replies: , Retweets: , Likes: ",1
@BloombergTZ,"The IKN Authority claims that the total investment for the development of IKN has reached Rp72.39 trillion, sourced from investors from six countries, namely China, Singapore, South Korea, Malaysia, Russia, and the United Arab Emirates (UAE).

Read more: 
https://
bloombergtechnoz.com/detail-news/10
9291/investasi-ikn-diklaim-capai-rp72-triliun-investor-6-negara
…",,,,"Replies: 1, Retweets: 1, Likes: 6",1
@SimpsonsCapital,"They can be poor because they invest in the wrong country, that's why global investors are leaving Indonesia, that's why Jokowi can't invite global investors to invest in IKN.

Inviting investors alone fails, yet they dream of a golden Indonesia? What a joke. Flawed logic!",,,@hamsterbacod,"Replies: 2, Retweets: 2, Likes: 8",0
@marten_roni,"Bazer Oneng is stupid. Whatever is done by him, the Bazer gang is indeed directed to not believe, but the Bazer gang like you will believe with 11,000T in a magic pocket, investors are scrambling to enter IKN",,@Franken_blues,,"Replies: 1, Retweets: , Likes: 5",0
@WeKa_Ronin,"Here's what happens when you copycat talk Hahahaha... back in the day I once dropped a critical comment, right at the start when Prabowo headed out abroad for the G20, where he gave a speech about HIS PEOPLE STARVING, then after getting back from Paris, Prabowo talked again, IKN",,,@WeKa_Ronin,"Replies: , Retweets: 1, Likes: 2",0
@PecintaSejarah2,"Pada pertengahan tahun 1997 pasar Asia Tenggara mengalami guncangan hebat, pemodal zionis yg bernama George Soros menarik seluruh investasinya di berbagai negara.

Hal ini menciptakan kepanikan dari para investor lain sehingga ikut menarik modal mereka dari pasar Asia Tenggara,",,,@MariaAlkaff_,"Replies: , Retweets: 7, Likes: 18",0
@AmbarDewiP123,"Ah damn...this thing forcing the IKN project, even blatantly lying that there are already dozens of investors lining up...what a liar 
@jokowi",@jokowi,@cilok97330320,,"Replies: 1, Retweets: , Likes: 26",0
@arifbalikpapan1,"IKN dibangun paksa buat siapa?

Buat temen-temen oligarki & investor doang kali. 

Rakyat susah, ekonomi lagi payah, tapi duit negara triliunan dibakar buat proyek gengsi. 

Hutan Kalimantan ditebang, masyarakat adat digusur. Warisan Jokowi buat siapa sih? ",,,@cilok97330320,"Replies: 11, Retweets: 21, Likes: 37",0
@ArtaN7707,"""Saya bilang gak mungkin ada investor masuk ke IKN. Saya bolak-balik ke Eropa, anak muda Eropa akan memboikot perusahaan Eropa yang berinvestasi ke IKN. 2 perusahaan hengkang karena tekanan itu. IKN Indonesia itu merusak bumi"" (RG)

#Rame2BasmiPreman
#Rame2BasmiPreman",,,,"Replies: , Retweets: 5, Likes: 9",0
@PngAdilnR4kyt,"JOKOWI PEMBOHONG...

AGUAN BONGKAR KEBOHONGAN JOKOWI TIDAK ADA INVESTOR DI IKN...

JIKA BANYAK INVESTOR DI IKN PASTI SUDAH BANYAK YANG BANGUN PERUSAHAAN....

#IKNBarangBusukJokowi
#IKNBarangBusukJokowi
",,,,"Replies: 38, Retweets: 136, Likes: 235",0
@MichelAdam1515,"""Saya bilang gak mungkin ada investor masuk ke IKN. Saya bolak-balik ke Eropa, anak muda Eropa akan memboikot perusahaan Eropa yang berinvestasi ke IKN. 2 perusahaan hengkang karena tekanan itu. IKN Indonesia itu merusak bumi"" (RG)
#IKNBarangBusukJokowi 
#IKNBarangBusukJokowi",,,,"Replies: 27, Retweets: 595, Likes: 1.5K",0
@bearuang_kelabu,"Apa katanya,, ""ratusan investor asing sudah mengantri untuk invest di ikn""",,@MiskinTV_,,"Replies: , Retweets: , Likes: 2",1
@AbdulHal9,"Investor yg udah terlanjur invest di IKN gimana tuh? Pasti mereka pengen balik modal, antara modalnya dikembalikan atau dikasih lahan baru, hutan mana lagi yg mau dibabat",,@MiskinTV_,,"Replies: 1, Retweets: , Likes: 5",1
@Dahriwelah,"Masuk gorong2 lagi gak?
Bikin poster outfit kelas tanah abang yg dari kepala sampe kaki gak lebih dari sejuta, layaknya rakyat jelata, lagi gak?
Bilang Esemka dipesan 6000 unit gak?
IKN penuh investor kagak?
Kalau masih itu2 doang mah, BASI mas, ngibul semua",,@DedynurPalakka,,"Replies: , Retweets: , Likes: 3",0
@azwardiiqbal,"Gede banget loh duit buat bangun IKN, dulu katanya pake duit investor, taunya pake APBN ",,@nozelism,,"Replies: 1, Retweets: , Likes: 175",0
@sugandhibakrie,"IKN ibukota utk termul, suruh JKW beli IKN , krn dia telah ngibulin masyarakat,  bilang nya IKN dibiayai dr Investor, gaya investor anteri , anteri ngibul,  putusan MK tgl 12/5/2026,  ibukota Negara tetap di DKI Jakarta, membangun tanpa perencanan & kemampuan hanya nafsu, preet",,@Pieter_Sun01,,"Replies: 1, Retweets: , Likes: 2",0
@IndomieKeren,"Negara koplok, yang jelas jelas bikin kebijakan goblok kagak di seret, dari IKN, Whoosh, MBG, cuman bisa kriminalisasi oposisi, bikin investor jadi kabur goblok",,@tempodotco,,"Replies: , Retweets: 4, Likes: 59",0
@rang_simabua,"Kalau Jakarta tetap jadi ibu kota negara, lalu IKN jadi apa?

Please cebong bantu jawab.
Apakah ratusan investor yang sudah komitmen berinvestasi di sana bakal jd sia²?",,,,"Replies: 1, Retweets: 2, Likes: 4",0
@KwanBak56614,"Rekam jejak mobil esemka dan pemindahan kaki lima. 
Rekan jejak kalau saya jadi gubernur DKI mudah mengatasi banjir dan macet. 
Rekan jejak lebih mudah mengatasi banjir jakarta kalau saya jadi presiden. 
Rekan jejak jakarta banjir, jadi harus pindah ibukota. 
Investor IKN antri,",,@SigitWasito8,,"Replies: 3, Retweets: 3, Likes: 18",1
@kompascom,"Baca di sini: 
https://
regional.kompas.com/read/2026/05/0
9/060000778/proyek-kereta-api-pertama-di-kalimantan-rp-25-t-diharapkan-tersambung-ke?utm_source=twitter&utm_medium=social
…

Pemprov Kaltara berencana membangun jaringan kereta api perdana rute Malinau–Tanjung Selor dengan dukungan investor nasional guna mendukung konektivitas ke IKN. Proyek strategis ini diproyeksikan berkembang hingga lintas negara.

~TR",,,,"Replies: 2, Retweets: 1, Likes: 11",1
@detikfinance,"Garap Proyek Rp 1,15 Triliun di IKN, Investor Korea Ungkap Alasannya",,,,"Replies: , Retweets: 1, Likes: ",1
@marsparera,"IHSG kembali melemah.

Pasar mulai khawatir dengan tekanan fiskal yang makin besar. Setelah IKN mulai meredup, kini perhatian beralih ke MBG dan berbagai program baru yang terus membebani APBN.

Berbagai sektor terasa makin diperas demi menjaga pembiayaan tetap berjalan,",,,,"Replies: , Retweets: , Likes: 2",0
@Najazi731,"ya lah, Jokowi saja kasih investor IKN kemudahan sampai 'ratusan tahun'....padahal dia sendiri saja hiduonya tidak sampai ratusan tahun....",,@99propaganda,,"Replies: , Retweets: , Likes: 3",1
@GMCsuburbanv8,"Lah waktu itu mengatakan akan menunjukkan di pengadilan ? Artinya ini pembohongan publik. SAMA SEPERTI MULUT KNTLNYA BILANG INVESTOR IKN PADA NGANTRI. 
MEMANG MULUT KLNTT BABI KAU JKODOK.",,@yaniarsim,,"Replies: , Retweets: , Likes: 2",0
@NHenryp29864,"Sekedar  tulis2 harus. 
Sekedar  bicara2  juga  harus. 
CONTOH  ;  BAHLUL  2023.. 
50 TRILYUN  INVESTOR2  SUDAH  MASUK  IKN. 

IKN,  JADI  INVESTOR  HIBURAN MALAM. 
 SHORT   TIME,  Rp. 400  K.
Mungkin  sudah  naik  sekarang. 
Dolar  sudah  17 K.",,@KerjaHasil_id,,"Replies: , Retweets: , Likes: 2",1
@KerjaHasil_id,"Setelah #investor masuk dan ikut melanjutkan pembangunan IKN, selanjutnya siap2 aja kaum merajuk bernyanyi IKN dibangun asing.

PS: sebelumnya kaum merajuk sibuk bernyanyi klo investor IKN adalah omon2 pemerintah.

#prabowogibran #Jokowi ",,,,"Replies: 9, Retweets: 10, Likes: 13",1
@ArtaN7707,"Jokowi penipu ulung!

""Menurut Aguan ia dan para taipan tak bs menolak permintaan Jokowi agar menanamkan uangnya di IKN.

Klaim pemerintah bhwa ratusan investor telah membenamkan uang di IKN hanya pepesan kosong""
(Tempo, 9-15/12/2024)

#BongkarKorupsiJokowi
#BongkarKorupsiJokowi",,,,"Replies: 2, Retweets: 13, Likes: 22",0
@kompascom,"Kuartal IV-2026, Investor Korea Mulai Bangun Apartemen dan Hotel Rp 1,15 Triliun di IKN ~RK

Baca di sini:",,,,"Replies: 1, Retweets: 1, Likes: 3",1
@InvestorID,"Otorita IKN mengumumkan masuknya investasi Rp1,2 triliun dari dua perusahaan untuk memperkuat ekosistem kawasan, Sabtu (2/5/2026). 

Baca terus 
http://
investor.id dan unduh aplikasi Investor Daily di iOS dan App Store!

#IKN #Investasi ##Investordaily #SaatnyaMajuBersama",,,,"Replies: , Retweets: , Likes: 2",1
@anNOOOR90,"Penipu :
ijasah
Silsilah keturunan
Mobil esemka
Menjbt walkot dsn gub tak selesai
Ikn investor membludak
Kcic kereta cepat jkt- bdg tak pake apbn
Tak impor pangan
Dll",,@alisyarief,,"Replies: , Retweets: 1, Likes: 2",0
@Beritasatu,"Investor Asing Mulai Percaya Potensi Properti dan Bisnis di IKN #BNetwork 
https://
beritasatu.com/network/mediak
altimtara/833935/investor-asing-mulai-percaya-potensi-properti-dan-bisnis-di-ikn
…",,,,"Replies: 3, Retweets: 2, Likes: 2",1
@Najazi731,11 12 sama gurunya yg selalu bilang banyak investor yg menanamkan modalnya di IKN tahu2nya ZONK SEZONK2NYA rakyat ditipu terus tetapi rakyat masih muja2....entahlah pusing awak lihatnya.....,,@MurtadhoRoy,,"Replies: , Retweets: , Likes: 11",0
@Antinow4,"Pernah juga ada yg klaim banyak investor yg berminat IKN, hasilnya zonk.",,@BosPurwa,,"Replies: , Retweets: , Likes: 3",0
@ebonXboy,"secuil pun gaada investor luar maupun lokal yang invest disana, jijik liat prostitusi nya bro

Soal Prostitusi di IKN, Aktivis Sebut PSK Pasang Tarif Rp 500 Ribu",,@tokaidirecycle,,"Replies: , Retweets: , Likes: 6",0
@ebonXboy,"ngintip IKN pun investor takut, gimana lagi caranya mau ber-investasi

https://
tempo.co/politik/belum-
ada-investor-asing-masuk-ikn-presiden-jokowi-dulu-sebut-ada-ratusan-investor-yang-antre-49767
…",,@SmileyNDeLight,,"Replies: 3, Retweets: 1, Likes: 5",0
@ebonXboy,"yang di bela raja iblis penipu, anak buahnya harus se-karakter bang

Jokowi Bilang Ada 472 Investor Antre Masuk IKN, 220 Sudah Diverifikasi",,@SmileyNDeLight,,"Replies: 1, Retweets: 1, Likes: 5",0
@WeKa_Ronin,"MBG KAGA BISA DI JADIKAN UNDERLYING ASSET MESKI PROYEK TERSEBUT WOW LUAR BIASA BIAYANYA RATUSAN TRILIUN PER TAHUN, KARENA GA ADA INVESTOR YANG SUKA PEGANG DAN BAWA-BAWA TAIK !!! 

JUGA KAGA YANG TERTARIK DENGAN KAOS KAKI, SEMIR, SEPATU, BAJU DAPUR, PIRING, MOTOR BEKAS, MOBIL",,,@WeKa_Ronin,"Replies: , Retweets: 2, Likes: 2",0
@ebonXboy,"yang gw liat sekarang IKN itu udah jadi sarang narkoba bro

investor nya pada takut investasi disana

Kepolisian Penajam bongkar enam perkara narkoba di IKN

https://
google.com/amp/s/kaltim.a
ntaranews.com/amp/berita/260723/kepolisian-penajam-bongkar-enam-perkara-narkoba-di-ikn/
…",,@tokaidirecycle,,"Replies: , Retweets: 1, Likes: 4",0
@AMudzakir53017,"Ada lg nie statmen si raja ngibul... 

Katanya pesenan mobil esaemka udh 6000 unit...maka kalo seumpamanya hari ini pesan maka akan menunggu beberapa tahun... 
Itu vulgar banget ngibulnya... 

Blm lg ratusan investor luar negeri antri ingin investasi di IKN...
Dan faktanya...??",,@_riverheaven,,"Replies: , Retweets: , Likes: 2",0
@Bluelinedot,"Coba tanya Jokowi yang lebih utamakan IKN yang bahkan tidak ada di Janji Kampanye. 

Proyek LRT secara resmi dijalankan berdasarkan Peraturan Presiden (Perpres) Nomor 98 Tahun 2015 tentang percepatan penyelenggaraan kereta api ringan terintegrasi di wilayah Jabodebek.

Awalnya",,@alver29ian,,"Replies: 1, Retweets: , Likes: 1",1
@GMCsuburbanv8,"Sok merendah padahal tai berak ya mestinya dibuang ke septic tank lah. Jurus babi ngepet masih dipake di jaman digital. 
Kalau kasmudjo mati elo pasti diajak tuh…sama2 bacot tai tukang bohong. Investor IKN yang ngantri lu bilang mana semua tuh? Mulut babi kurap ngepet asal bacot",,@bachrum_achmadi,,"Replies: , Retweets: , Likes: 2",0
@Bambangmulyonoo,"Jokowi Biasanya logikanya kebalikannya...
Contoh
Whoosh katanya tidak menggunakan APBN, buktinya pake APBN 
IKN katanya investor luar negeri ratusan, buktinya tidak ada investor.
Sudah tapi belum...",,,,"Replies: 6, Retweets: 10, Likes: 21",0
@TheRingOfPowers,"6000 esemka, ratusan investor IKN luar negeri, KCIC B2B, ijazah jokowi cuma ada di cerita. Baru belasan tahun sudah jadi mitos 
Hanya jokowi, kibuler sejati ga punya malu yang bisa bikin karya epic gini ",,@Bonatua766hi,,"Replies: 1, Retweets: 7, Likes: 47",0
@Almudattsir,"Buktikan saja dulu.

Karena rezim Jkw yg lalu, bahasanya Mirip kamu .

Masih ingat Investor Ribuan nganti Ke IKN ternyata QNTL",,@harsono__,,"Replies: 1, Retweets: , Likes: 3",1
@GMCsuburbanv8,"APA URUSANNYA LO GAMKI KE JOKOWI?? BAHAS TEKNOLOGI KOK KE ORG TOLOL? INVESTOR IKN YANG MAU NGANTRI BERAK AJA JUGA FIKTIF. BAHAS MBG APA??? 
MAU DAPAT MOTOR? MOBIL? RUMAH?? KOLOR BEHA?",,@AirinDatangLagi,,"Replies: 1, Retweets: , Likes: 7",0
@AniesBigFans,"Apa bedanya dia sama penulis buku ""Seni Menipu"" ini? Ekonomi Indonesia akan meroket September 2025. Dikantong saya ada 11.000 T. Dosen pembimbing saya Pak Kasmudjo. Anak saya tidak akan terjun ke politik. Stop impor pangan. Saya rindu di demo. Investor ngantri di IKN dll",,@LambeSahamjja,,"Replies: , Retweets: , Likes: 4",1
