Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@vesperspicez,ada bgt nih temen sd gue yg buzzer en timses prabsky jd mendadak diem dan highlights yg isi nye prabsky diapusin takut lu ngentotttt kmrn pas ruu tni polri bacot luarbiasa provokatif akun ig lu memeeekkgue sumpahin aslam trs lu anjing makan duit haram,,,,"Replies: 1, Retweets: , Likes: 2",0
@noturfavson,iya ini pas di demo ruu tni,,@ddeok_bit,,"Replies: , Retweets: , Likes: 3",0
@inisialsayang,"Aku sekontak sama customer, di sw nya dia nyalahin demonstran karna ngerusak fasilitas umum. Ya aing nanyain buktinya dong, trus beliau malah ngasih yang trisakti ngerubuhin pager dpr waktu demo ruu tni klo gasalah(?).
Setelah adu argumen yang panjang ternyata..",,,@txtdrimedia,"Replies: , Retweets: 1, Likes: 1",0
@_kindejoy,"Pengen kondisi darurat militer kan ??? Once a f soldier always a f soldier, RUU TNI gagal sekarang caranya pake kek ginii mantap sekali gendut monokotil satu itu",,,@tempodotco,"Replies: , Retweets: 1, Likes: 7",1
@octapiyul,"Yes baby gurl. Diselipin poto/ video random aja biar viewersnya ga turun2 bgt. 
Dari demo yg ruu tni dah gini gaes",,@cynonymx,,"Replies: , Retweets: , Likes: 18",0
@hotimcream,Ingat RUU TNI yang didemo dan  di-sah kan beberapa bulan lalu...  Bayangkan kalau Provokator menyulut banyak kericuhan. Terus Indonesia jatuh ke status Darurat Militer... Siapa yang paling ahli berperang??...,,,,"Replies: 2, Retweets: , Likes: 2",0
@Rafarssst,"Ya itu salah satu cara provokasinya lewat bocah2 dongo itu. Pas demo RUU TNI banyak intel masuk ke grup bocah yg gangster2an/sekolahan di whatsapp, manas2in ngajak turun aksi bikin chaos",,@tuyul345,,"Replies: , Retweets: , Likes: 1",0
@SarinembahFarm,"Ini aspirasi murni saya, 
@prabowo
 

1. Wamen bubarkan
2. Tidak perlu kasih bintang tanda jasa
3. Hentikan IKN
4. Loloskan UU Perampasan Asset
5. Batalkan UU Cipta Kerja
6. Batalkan RUU TNI/POLR/Kejaksaan
7. Ganti Kapolri
8. Ganti Wapres
9. Selesaikan Judol
10. Guru dinaikkan gaji",@prabowo,@detikcom,,"Replies: , Retweets: , Likes: 3",0
@bawalbakarr,"ak mnta maff yh, sbg bentuk maff ak bakal pangkas jml anggota dpr, mentri + gaji dan tunjangannya, ak batalin ruu tni dan polri, ak batalin smw jenis pertambangan, koruptor ak hukum mati, ruu perampasan aset ak jadiin prioritas, mbg ak stop (duh bnyak bgt) pkoknya ak mnta maff",,@greencitzen,,"Replies: , Retweets: , Likes: 5",0
@StepOneStudio,"no it won't this is only a stop gap, the main demand is for legislator to pass the anti corruption law : where corrupt officials could get all of their assets seized and even death penalty. the law hasn't been passed since 2014!! while RUU TNI formed last year passed in a month",,,,"Replies: , Retweets: , Likes: 1",0
@penggemarsayur,"12 Tuntutan Rakyat dari mbak Salsa , perlu digaris bawahi harus ditambah 

PENGHAPUSAN RUU TNI 

Tolong lebih berpihak ke orang2 kompeten pak 
@prabowo
 ajur Negara Ini kalo begini terus di pemerintahanmu? Mau jadi LEGENDA HIDUP-kah anda beserta DPR?


https://
youtu.be/BeNuaZgPBec?si
=lkoElyRAhyp4BNyz
…",@prabowo,@txtdrimedia,,"Replies: , Retweets: , Likes: 4",0
@stemkepanjangan,"Terlalu normatif saat banyak program aneh macam Koperasi Merah Putih, MBG, RUU TNI, RUU Penyiaran dan Omnibus Pemilu yang questionable banget. This is very minuscule compared to gigantic issue we are facing 
@Afutami",@Afutami,,@BudiBukanIntel,"Replies: , Retweets: 1, Likes: 3",0
@mingyoori,"Waktu demo tolak RUU TNI, pas gas air mata sama water canon udah ditembakin ke massa, gue nolongin aksi massa yang jatuh dan hampir pingsan. Disuruh pergi mulu sama ACAB, pentungannya udah diarahin mau mukul. Terus ada yang ngomong “ambil aja pak itu cewek ambil” karena gue lawan",,,@herricahyadi,"Replies: 1, Retweets: 2, Likes: 23",0
@moyalyubov73789,"TANDA DPR PUNYA ITIKAD BAIK DAN BERUBAH.

1.DPR sahkan RUU perampasan aset korupsi/koruptor.termsk unsur pembuktian terbalik.
2.DPR harus trima dan bahas /loloskan surat masukan dr para senior sesepuh purnawirawan TNI yg smpe skrg aja blm dibahas dlm forum resmi DPR.",,@MARQUEZ__93,,"Replies: 2, Retweets: 2, Likes: 8",0
@Mikoyan35,Ruu tni?,,@mdrfhyt,,"Replies: , Retweets: , Likes: 7",0
@zebeuntin,"Puan is not one of us, why should we care? hal hal kaya gini sama dengan insult prabowo monokotil, the kissing draw of prabowo x mulyono di tembok dpr pas demo ruu tni yang lalu, whatever the insult we dont care, we just wanna mocking & make a fun of them who hurting us(rakyat). 
https://
x.com/gonukisme/stat
/gonukisme/status/1961760047673024543
…",,,,"Replies: , Retweets: , Likes: 2",0
@psycho_nautics,"Ya, karena RUU TNI tidak disahkan. Ini waktunya",,@MamanPiyul,,"Replies: 3, Retweets: 1, Likes: 18",0
@tekarok007,"Lagian aneh bener, Intel masa pakai id asli.
Makin masif hoaxnya, bahkan chat WA gak jelas juga langsung dipercaya kaum kegelapan.
Bilang karena RUU TNI, padahal RUU TNI udah disahkan lama sejak 20 Maret 2025.
Ada yang mau adu domba Polisi Vs TNI.",,,@republikaonline,"Replies: 8, Retweets: 11, Likes: 35",0
@im_vhe,"Mantan gue juga 02, untung udah jadi mantan sejak april 2024. Setelah huru-hara RUU TNI kemarin gue baru nyadar orangnya prabowo mentok, pokoknya dia cinta prabowo. Untung udah putus wkwk blokk",,@tanyarlfes,,"Replies: , Retweets: , Likes: 2",1
@Lahlusiapedah,"Dulu ferry irwandi pernah bikin video judulnya ""saya baik baik saja"" 

Pas bgt beliau buat setelah di sahkanya RUU TNI
Dan inti videonya bakal ada upaya KUDETA.
Apakah ini sudah mulai?",,@roan_gylberth,,"Replies: 2, Retweets: 22, Likes: 189",1
@vinaa294,"isi rep nya banyak buzzer tni yg ga mau citra tni jelek  jadi jamgan percaya guys yg bilang “mana ada tni bla bla bla”

MAU IJO ATAU COKLAT KALIAN TUH 11 12. kalian pun merengek demi ruu tni itu di sahkan bukan? jgn menipu rakyat. aparat negara ini gda yg bsa dipercaya lg 
https://
x.com/kliperano/stat
/kliperano/status/1961862497226694843
…",,,,"Replies: 1, Retweets: , Likes: 2",0
@umu_ss,"Ingat yahh, kemaren semua fraksi dpr menyetujui pengesahan RUU TNI. Jadi apa yang diharapkan?",,@starfess,,"Replies: , Retweets: , Likes: 27",0
@svck3rpunch,"aduh mas kok cetek banget cara mikirnya, kegaduhan ini kan di tujukan untuk kepentingan kelompok yang di untungkan, RUU TNI",,@prfromaga,,"Replies: , Retweets: , Likes: 4",0
@for_aeroide,"Pencitraan, pura pura lupa sm kejadian demo ruu tni? Sama-sama represif, nggak ada bedanya. We don't believe w both of u",,,@Puspen_TNI,"Replies: , Retweets: 1, Likes: 2",0
@ferrycsid,Gw ga akan jelasin panjang lebar. Intinya RUU TNI.,,@prfromaga,,"Replies: 1, Retweets: , Likes: 4",0
@demozkratoz,"klo coklat gak mgkn kyk gt krn mrk berusaha meredam aksi demo, yg diuntungkan dgn meningkatnya eskalasi demo ya ijo, krn bs ada darurat militer dan ruu tni bs lolos jd fix pelakunya ijo",,@Rumbunisme,,"Replies: , Retweets: , Likes: 2",1
@rdhdanu15,"Beberapa bulan lalu saat menuju pengesahan RUU TNI, kawan² di Perpustakaan Jalanan dan Aksi Kamisan Jatinangor sudah sempat diskusi soal kemungkinan presiden menyatakan kondisi darurat militer buat mengontrol masyarakat secara penuh dan bebas.

dengan kondisi sekarang sih..ya...",,,,"Replies: , Retweets: , Likes: 3",1
@kbelinci,"Tai bgt yg kmrn bela sah in ruu tni, jadi dibungkam kan skrng tolol",,,,"Replies: 1, Retweets: , Likes: 4",0
@tekarok007,"RUU TNI aja udah di sahkan dul dari 20 Maret 2025, yah ampun kelompok kegelapan ini. Gak heran bisa ketipu Sverre Denmark, modalan SS chat WA gak jelas ginian pun langsung di percayai.

Lagian sejak kapan intel itu bawa identitas aslinya, pas bertugas?
Biasanya yang dibawa itu  
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: 9, Retweets: 10, Likes: 36",0
@strangestare,pada nganggep tni pahlawan lagi. bro tidak ingat maret kemarin kita demo ruu tni,,@pierrrsonnn,,"Replies: , Retweets: , Likes: 2",0
@rrraaihan,"Joget-joget sama taunting dari DPR kemarin itu sekedar pemantik untuk semua masalah yang udah numpuk semenjak beberapa bulan terakhir (RUU TNI, Pertamina, Gas LPG, MBG, Tunjangan DPR, dll.)

Sederhananya, semua ini bermula dari joget-joget pas pilpres",,,@nocontextwindah,"Replies: 1, Retweets: , Likes: 2",0
@viniciusenior,"iyaaa, biar rakyat pro tni lalu nnti rakyat pada setuju RUU TNI",,@damnfckubitch,,"Replies: 1, Retweets: , Likes: 60",0
@Zarryhndrik,"Desain nya seperti ini 

->TNI membuat kerusuhan dimana2 
->  lalu membuat sabotase penyerangan ke polisi 
-> menggerakkan massa untuk melakukan penjarahan2 di rumah dewan DPR 
-> Membuat dan Memaksa untuk Darurat Militer 
-> Memaksa untuk meresmikan RUU TNI",,,,"Replies: 1, Retweets: , Likes: 3",0
@KOADFIS,"TNI & JENDRAL2 MESTINYA MALU MENOLAK PERPANJANGAN USIA PENSIUN LEWAT RUU-TNI DARI PARA POLITIKUS YG JADIKAN TNI MASUK PERANGKAP POLITIKUS! JIKA KSATRIA SILAHKAN MUNDUR DARI JABATAN PANGLIMA AGUS 
@ListyoSigitP
 KSAD KSAL KSAU 
@puanmaharani_ri
 
@bang_dasco
 DKK","@ListyoSigitP, @puanmaharani_ri, @bang_dasco",@Puspen_TNI,@Puspen_TNI,"Replies: 1, Retweets: 5, Likes: 11",0
@kopialeale,"Wktu jumat kmrn liat di tiktok kopassus ikut turun di kwitang trs org disana blg ""tni sahabat rakyat, hidup tni"" seakan"" muja tni gue dlm ati cm mikir ""dih apaan si gatau ya klo ini cm kamuflase aja"" kek gausa berlebihan plz inget bbrp bln lalu kita jg protes ttg ruu tni",,,,"Replies: , Retweets: 1, Likes: 4",0
@phischix,"mbg beracun, ruu tni, ikn mangkrak, danantara, 19jt lapangan pekerjaan",,,@M45Broo_,"Replies: , Retweets: , Likes: 2",0
@mufidasasha,"Ngebakar grahadi itu hal paling ga make sense di otakku 
Udah brp banyak demo di sby? Akeh
Terakhir chaos yg pas RUU TNI
Itupun massa dipukul mundur, gampang banget.
Ngedeket pagar grahadi aja ga bisa
Wes tah
Wes jelas, licik. 
https://
x.com/_gladhys/statu
/_gladhys/status/1961872005923565629
…",,,,"Replies: , Retweets: 45, Likes: 89",0
@giriliari,"1. CEGAH DARURAT MILITER
2. BATALKAN TUNJANGAN DPR (somehow done)
3. BATALKAN UU TNI & RUU KUHAP
4. UBAH ALOKASI APBN (hilangkan MBG, IKN, DANANTARA)
5. HILANGKAN DWIFUNGSI TNI & WAMEN RANGKAP JABATAN
6. PAJAK JANGAN NAIK (PPN ga boleh >11%)

Tujuan kita ini, kan? #IndonesiaGelap",,,,"Replies: 1, Retweets: 8, Likes: 13",0
@Zarryhndrik,"Ini udah jelas terang2an intervensi yg dilakukan oleh aparat TNI sebagai balas dendam ke DPR karena gagal meloloskan RUU TNI.

Semua perilaku anarkis2 ini udah jelas gerakan dari operasi TNI memaksa DPR untuk meloloskan RUU TNI",,@BudiBukanIntel,,"Replies: 4, Retweets: 32, Likes: 224",0
@4526cane,"najis jangan sampe lupa kalo tni juga ttp mau nguasain anjr, sesuai sama ruu tni",,@eldeepeedeeel,,"Replies: 1, Retweets: , Likes: 2",1
@Zarryhndrik,"GUYSS STOP DEMO DULU, 

INI GERAKAN GA SEHAT DARI TNI UNTUK MEMAKSA DPR MENYETUJUI RUU TNI 

TOLONG TOLONG JANGAN DEMO DULU BUAT SAAT INI,

GERAKAN INI GA SEHAT DARI TNI UDAH BENER2 BIKIN OPERASI ANARKIS DEMI MEMAKSA DPR UNTUK MENYETUJUI RUU TNI. GILA",,@BudiBukanIntel,,"Replies: , Retweets: , Likes: 4",0
@mjbakhm,"RUU TNI gak goal 70% panja tidak setuju, ada aktor intelektual sedang buat rencana licik.. yang demo segera pulang.. ada provokator mau ekskalasi konflik..",,@sbyfess,@Pandugaid,"Replies: , Retweets: 1, Likes: 2",0
@Zarryhndrik,"Bukan, ini pure ada yg gerakin membawa massa besar buat melakukan penjarahan2 di beberapa tempat, ini sebagai balasan yg diberikan TNI untuk para DPR yg menggagalkan RUU TNI.

TNI biasanya bereaksi menangkap para pedemo anarkis ga kaya sekarang membiarkan semua hal yg anarkis.",,@apayaaku,,"Replies: 1, Retweets: , Likes: 2",0
@Alam_Malam70,"70% anggota pangja dpr menolak RUU TNI & ini adalah KOENTJI. 
silahkan mengartikan sendiri, guwa rasa & guwa yakin klean paham korelasinya",,@MurtadhaOne1,,"Replies: 1, Retweets: 1, Likes: 4",0
@kyororrrr,ada yg bilang gitu. ujungnya ruu tni?,,@evaluasy,,"Replies: 1, Retweets: , Likes: 1",0
@ryheen,RUU TNI SDH di sahkan tgl. 20 Maret 2025. TOLONG CEK DL SEBELUM MENYEBARKAN INFORMASI. INI MENYESATKAN.,,@n0turch0ice,,"Replies: , Retweets: 1, Likes: 4",0
@achelbagel,"nope bg windah, ini semua hasil akhir dari kemarahan yang udah ada sejak prabowo terpilih. mulai dari masalah mbg, raja ampat, ruu tni—ini bukan demo besar yang pertama. naif kalau mengira ini cuman karena joget joget.",,@nocontextwindah,,"Replies: , Retweets: 3, Likes: 133",0
@jjamesprodigy,"gw juga tau kalo ruu tni udah disahkan, untuk R1 mecat kapolri itu pasti jauh bgt krn mereka juga bth sesuatu buat jdi kambing hitam. chatnya anomali/ga tpi dengan dia ngesahkan ruu tni udh bisa mengarah klo bisa aja dwi fungsi abri bakal balik, makanya gue blg klo gw ga kaget",,@reand0000,,"Replies: , Retweets: 1, Likes: 94",0
@RooneySianny,"Sudah mulai operasi 'psyop' Nazi2 pengkhianat bangsa di BIN & elit2 oligarki. RUU TNI sudah disahkan Maret kemarin oleh DPR, & bohong itu DPR 70% tidak setuju. Berhati2lah rakyat, saling melindungi & saling membantu. Adakan pengamanan rakyat model siskamling di daerah2 anda!  
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: , Retweets: , Likes: 3",0
@reand0000,"1. ruu tni udh disahkan jd undang2 april kmaren
2. klo emng mw ngejelekin polri, si prabs harusny udh mecat kapolri dr kmaren
3. chat itu anomali bgt
please bro awas hati2 jebakan mulyono",,@jjamesprodigy,,"Replies: 3, Retweets: 13, Likes: 324",0
@dbluerm,"??? ruu tni dah sah anjir. td yg berkeliaran di tl w ada parjo tuh ap??? yg bener2 aj lah ngasih info, provokator ya lo? 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: 2, Retweets: , Likes: 8",0
@Lost_Ataraxia,"Pinter nyari alibi ""gue sensor takut ada yang kenal"" cara ngelesnya mulus bener biar kesannya legit. Ini upaya white washing DPR, Buzzer DPR kau ya? mana ada DPR 70% ga mau sahkan RUU TNI, dan Presiden maksa DPR, whut? ga bisa, DPR > Presiden, mau dia ketum + full koalisi, bs ini 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: 2, Retweets: 5, Likes: 20",0
@BajigurHanget,"Goblok, semua ini bermula dari ruu TNI, gausah tutup mata. 
Kalo orang bisa baca situasi pasti tau",,@jakpusnews,,"Replies: , Retweets: , Likes: 6",0
@MeloniCoke69,"Katanya... Katanya.... 
Lah wong RUU TNI udah disahkan koq. Gimana caranya ada 70% anggota DPR tidak setuju dgn RUU TNI??",,@Rbbybaik_,,"Replies: 1, Retweets: , Likes: 1",0
@necrobaptist,"asuu orang-orang tu banyak yang ga tau politik apa gimana sih bangsat, orang RUU TNI jelas-jelas udah sah kok. 

bangsat, gini-nih literasi rendah, ga paham politik kena bias informasi/hoaks modal wa, kek boomer anjing gampang kena hoaks dari wa! 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: , Retweets: 7, Likes: 44",0
@Bebe_Rider,"paham banget. ntar bisa aja tiba-tiba, dianggap situasi sudah dianggap chaos dan tidak terkendali, jadi darurat militer. TNI udah mulai cari simpati soalnya. pendemo ada yg mulai lupa kejadian RUU TNI kemarin.",,@Rin_Vai88,,"Replies: 1, Retweets: 8, Likes: 156",0
@andr_cnz,"Taktik balikin RUU TNI dimulai nih, dwifungsi abri bntr lagi datang karna citra polisi lagi dihajar abis2an. Ingetin kawan2, mungkin hari ini masih peluru karet, senin udh mulai peluru asli",,@tanyakanrl,,"Replies: 2, Retweets: 18, Likes: 148",0
@Shiho_shiholee,"Narasi yg ditemukan
✓DRP pake buzer buat adu domba polisi dan warpil
✓Prabowo sngaja bikin citra polisi jlek & citra TNI baik, biar RUU TNI di sahkan
✓Narasi diatas karangan kluarga polisi biar citra mreka baik
✓Smuanya sengaja di perkeruh jkw biar anaknya naik jadi presiden 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: 1, Retweets: 1, Likes: 8",0
@SEdit2321840,Goblok emng anjing org RUU TNI udh goal mana 1juta pula,,@LembagaKERIS,,"Replies: , Retweets: , Likes: 4",0
@gedankenpylori,"RUU TNI sudah disahkan, jangan sampai RUU lain lolos. 

masih ada kesempatan untuk melawan di RUU Polri dan RUU KUHAP ini. 

Selengkapnya",,@gedankenpylori,,"Replies: , Retweets: , Likes: 5",0
@__ishtar_,"oh yes. he wants dwifungsi TNI. RUU gagal disahkan, gimana lagi caranya bikin klo ga creating national threats?",,@nopaynnogayn,,"Replies: 1, Retweets: 5, Likes: 27",0
@slurpeee_sevel,"1. Kan itu RUU udah sah, kenapa lu bilang ga goals?
2. TNI emang seharusnya gaboleh ikutan, jd emg gak akan muncul kecuali berubah jd darurat militer

Ini tuh seakan-akan dpr gasalah jir, disini cuma nyalahin prabowo doang. Padahal kalian berdua sama bangsatnya. 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: 1, Retweets: 1, Likes: 31",0
@jjamesprodigy,"fyi, ruu TNI udah di sahkan dari 26 maret tahun 2025 ya guys. dan ingat, RUU polri juga lagi dalam tahap pembahasan ",,,@jjamesprodigy,"Replies: , Retweets: , Likes: 2",0
@borababyyy,HOAX BITCH RUU TNI UDAH DISAHKAN KAN MAKANYA BEBERAPA DARI MEREKA UDAH JADI PEGAWAI SIPIL? ANTEK MULYONO LO YA ANJG,,@n0turch0ice,,"Replies: , Retweets: , Likes: 17",0
@4tahunlulusamin,"keknya mau adu domba soalnya udah disahkan ga si?

https://
x.com/ins0mnia15/sta
tus/1961842150133669923?s=19
…


@grok
 ruu tni udah disahkan belum? seingat saya sudah",@grok,@n0turch0ice,@ins0mnia15,"Replies: 1, Retweets: 1, Likes: 2",0
@devmigod,"Aku orangnya curigaan. Tapi yakin A1 ini bukan dari termul? Bukannya ruu tni udah sah di hotel kemaren ya? 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: , Retweets: , Likes: 16",0
@SEdit2321840,"Info palsu kontol RUU TNI udh disahkan dri kapan tau bnyk yg percaya potongan WA begini 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: , Retweets: , Likes: 4",0
@Ajiinomotoooo,"RUU TNI Udah disahkan kemarin hari.. stop bikin berita bohong anjeng 
https://
x.com/n0turch0ice/st
/n0turch0ice/status/1961837919456629175
…",,,,"Replies: , Retweets: 3, Likes: 27",0
@nayaposadas,"Jangankan ruu tni, uu perampasan aset aja kagak disahkan",,@n0turch0ice,,"Replies: 2, Retweets: , Likes: 1",0
@nousername2202,"Bro 
@MiniMiSAW1
 , RUU TNI kemaren udah goal. Ini tolong jgn di-RT dulu, krn screenshot itu agak aneh dan ngga sesuai fakta. Stay alert, but keep your scepticism too.",@MiniMiSAW1,,,"Replies: , Retweets: , Likes: 4",0
@TwitKoko2,"Gen ask, ada real chance bakal separah itukah minggu depan sampe harus nyetok sembako? 

Care to elaborate why the current situation likely won’t deescalate quickly kayak yang sebelum2nya  (demo RUU TNI, dll)?",,@tilehopper,,"Replies: 1, Retweets: , Likes: 4",0
@sarangnyasalah,"mengendalikan massa, katanya.

saya pun pernah melihat gelagat ini secara langsung saat aksi massa tolak RUU TNI di Surabaya, tinja babi.",,,@Kanseulir,"Replies: , Retweets: , Likes: 3",0
@vaneloody,"aksi kali ini skalanya bener2 beda. dr ruu pilkada, indonesia gelap, ruu tni, dll br kali ini yg bnrn kita sbg rakyat di treat layaknya musuh negara. bayangin td orang aduh aduh kesakitan aja diteriakin disuruh diem? jangan melawan? jangan kabur?",,,,"Replies: 2, Retweets: 24, Likes: 61",0
@khotimaajah,"Knp masyarakat marah ini boom waktu karena kebijakan kalian semena"" dari ruu pks, omnibuslow, ruu tni, gk perna ada kebijakan yg pro rakyat terus kita harus diam gitu oh tentu tidak kita harus bersuara karena kita udah tdk memiliki ruang aman di negara kita sendiri satu kta lawan",,,,"Replies: , Retweets: 3, Likes: 13",0
@indroputranto,"this is all a scheme and (sadly) we're walking right towards it.

remember RUU TNI? TNI will be the main hero at the end of the day. just watch.",,@BudiBukanIntel,,"Replies: , Retweets: , Likes: 6",0
@nrizzie_,Yakin itu ulah pendemo bukan intel yang nyusup. Di ruu tni kemaren gak sedikit loh intel yang pura pura ikut jadi pendemo,,@vogeuminies,,"Replies: , Retweets: , Likes: 3",0
@BraunDigga,"Ruu TNI salah, tapi kalau sampai terprovokasi utk merusak aset militer, besar kemungkinannya itu jebakan intel.",,@Muhikhsan52,,"Replies: , Retweets: , Likes: 2",0
@krisdian_widya,"gkjw belum.. tapi waktu RUU TNI kemarin pun mengeluarkan artikel seperti ini, sangat rekomendasi untuk dibaca",,@Protestan_GL,,"Replies: 3, Retweets: 2, Likes: 37",1
@hercessra,"Waktu demo ruu tni klo gk salah. Ada anggota DPR muda yang bilang jangan demo, diskusi aja. Dia kemana ya sekarang? ",,@txtfromjogja,@reposhittory,"Replies: , Retweets: , Likes: 3",0
@goodhabts,"bener sifatnya kurleb kek gitu, dl aja ada demo ruu tni dikatain. ngapain demo di bali kan yg ngesahin di jkt ",,@almightyAB07,,"Replies: , Retweets: , Likes: 2",0
@stelleturu,"Salah satu kenalanku yg biasanya pembela rezim (02 garis keras) yg pas itu dukung RUU TNI, up sw reset indonesia. Took you long enough anjing ",,,,"Replies: , Retweets: 1, Likes: 3",0
@_marionettemu,"Ruu TNI :
Keuntungan : Menjadikan militer politik, militer jadi berpihak pada pemerintah, militer dibawah pemerintah secara gak langsung
Kekurangan : rakyat kehilangan lapangan kerja, rakyat tertindas karena ketakutan kalau melawan pemerintah.",,@tanyakanrl,,"Replies: 1, Retweets: 2, Likes: 72",0
@HoIsAlThere,"Segera sidang dan sahkan RUU Perampasat Aset, Efisiensi anggaran TNI/Polri dan kembalikan kebebasan Pers. Lakukan atau burn to hell. PAHAM 
@puanmaharani_ri
 ??!!",@puanmaharani_ri,@kompascom,,"Replies: , Retweets: , Likes: 3",0
@curvabax,"Demo ruu tni kemarin juga gitu, di surabaya chaos besoknya muncul postingan buat demo di kodam brawijaya

Kan kocak yah",,@Blackburger_28,,"Replies: , Retweets: , Likes: 13",0
@Muhikhsan52,"Waduh kok jadi inget ini bisa aja provokasinya masalah ruu tni kemaren, makanya mereka gampang banget terprovokasi.",,@LembagaKERIS,,"Replies: 1, Retweets: 1, Likes: 20",0
@1OO4615,Pas ruu tni kmrn kan banyak yg ga setuju kaa nah pada asbun suruh siapin vest anti peluru buat jagajaga,,@Ribbonswoo,,"Replies: , Retweets: , Likes: 13",0
@tanyakanrl,"Gue mau edukasi followers gue. Jadi ada yang tanya, kenapa RUU perampasan aset gak kunjung disahkan? Sedangkan pas uu tni/polri cepat disahkan? Menurut kalian apa alasan hal itu terjadi? ",,,,"Replies: 10, Retweets: 9, Likes: 184",0
@azkajek,"Kenapa ga sekalian semuanya, kaya undang2 perampasan aset dll, hapus ruu tni, reformasi polri, omnibus law, pokoknya undang2 yang menyesatkan yang sudah disahkan dan atau yang mau disahkan juga. Biar bener2 reset",,@BudiBukanIntel,,"Replies: , Retweets: , Likes: 2",0
@ArtIns51,"kenapa tentara turun dg gaya humanis? nggak gahar sadis kayak pas menghadapi aksi penolakan RUU TNI???!!!
Whaaaiiii???????",,@tvOneNews,,"Replies: 2, Retweets: , Likes: ",0
@bieyance,"Di titik aksi polda kemaren ada nih ijo ijo sampah. Cuma cari muka, cengangas cengenges belagak pahlawan, numpang lewat ga ngapa""in. Biar pada lupa ama ruu tni nih",,,@Puspen_TNI,"Replies: , Retweets: , Likes: 5",0
@keniarsa_,"Tetep fokus RUU perampasan aset 
Jangan terprovokasi 
Jangan mau di giring untuk anarkis...
Jangan mau dibenturkan dengan sesama rakyat 
Jangan mau dibenturkan dengan TNI 
Musuh kita adalah koruptor",,@GoodRecom,,"Replies: , Retweets: 12, Likes: 81",0
@rudynapit,"Rakyat marah kalian baru mau dengar
RUU TNI kenapa diam diam dihotel mewah padahal sudah di protes rakyat?? 
Vangke",,@DPR_RI,,"Replies: , Retweets: , Likes: 2",0
@yeliiyel,Keinget lg pernah jokes begini sm temen pas ruu tni,,@tanyarlfes,@sire_garr,"Replies: 1, Retweets: , Likes: 4",0
@justrelaxoxo,"betul, dari RKUHP, Omnibuslaw, RUU TNI, ibu-ibu berkeridung yang dimaksud dino itu ibu-ibu yang dibelakang provokasi massa, ucapanya halus seakan seperti ngobrol biasa.. bukan yang didepan secara gamblang nawarin badan + tersiar.. buzzer mana yang mau nawarin nyawanya depan armed",,@cintaoatside,,"Replies: , Retweets: , Likes: 2",0
@UntukAapa,Kalo demo hari ini terjadi sebelum di sahkan nya ruu tni mungkin bakal works,,@CiervoKing,,"Replies: 1, Retweets: , Likes: 3",0
@kopididid,"Operasinya menjelang shubuh. Kalo msh siang, mayoritas Mahasiswa dan orang-orang yg ngerti durjananya kenapa RUU TNI kemarin harus ditolak, disuruh balik ke Barak. Rakyat Sipil yg ada jg bakal ""diajarin"" sikap seharusnya menolak Kaum Bedil paling hobi siksa sipil di Republik ini.",,,@kafiradikalis,"Replies: 2, Retweets: 15, Likes: 43",0
@geniuslab_id,"ilfil cok bien aku idek ambe polisi pas demo ruu tni, areke drama ngmg ngene ""temen-temenku pada luka, jahat bgt orang orang :("" bjir?????",,@jembermfs,,"Replies: 2, Retweets: , Likes: 6",0
@LoafAndLoafer,"Tanbahin... 

""IGNORANCE is STRENGTH""

Ketidak pedulian masyarakat, adalah sumber kekuatan pemerintah 

Mana lagunya rilis pas demo RUU TNI itu disah-kan lagi ",,@shfrtsumuw,,"Replies: , Retweets: , Likes: 3",0
@tanpakdany,"Seingatku, demo 2 hari lalu itu gaungnya gak sebesar Indonesia Gelap sama RUU TNI

Lalu siapa yg bikin rame? Ya isilop pake acara ngelindes orang segala. Jadi kalau ada yg bilang kita diadu domba, no. Masa mereka bunuh orang mau didiemin dengan alasan fokus ke DPR?",,,@radjathaher,"Replies: , Retweets: 1, Likes: 2",0
@keramiklukis,"we're not forgetting ruu tni btw, you are part of an oppressive system, you're a machine for them",,@Puspen_TNI,,"Replies: , Retweets: , Likes: 1",0
